User_ID,Age,Gender,Region,Game_Genre,Interaction_Rating
U_1656,57,Male,EU,Strategy,5
U_1657,58,Other,ASIA,FPS,2
U_1658,36,Female,NA,Strategy,5
U_1659,33,Female,SA,JRPG,3
U_1660,49,Non-binary,ASIA,JRPG,4
U_1661,40,Other,ASIA,Simulation,5
U_1662,40,Other,ASIA,FPS,2
U_1663,47,Female,SA,RPG,3
U_1664,60,Male,AFR,Simulation,4
U_1665,37,Male,EU,RPG,3
U_1666,20,Non-binary,AFR,JRPG,3
U_1667,26,Other,AFR,Battle Royale,3
U_1668,40,Female,OCE,Battle Royale,2
U_1669,22,Male,OCE,Action,4
U_1670,47,Other,AFR,FPS,2
U_1671,54,Other,ASIA,JRPG,4
U_1672,62,Other,AFR,Puzzle,4
U_1673,21,Other,NA,Horror,3
U_1674,63,Female,ASIA,Horror,3
U_1675,13,Female,EU,Strategy,3
U_1676,19,Female,NA,JRPG,3
U_1677,24,Female,EU,FPS,3
U_1678,48,Female,NA,Horror,3
U_1679,34,Male,SA,Action,4
U_1680,31,Male,NA,Battle Royale,3
U_1681,14,Non-binary,EU,Adventure,3
U_1682,36,Male,EU,Horror,3
U_1683,65,Other,SA,Adventure,3
U_1684,43,Other,AFR,FPS,2
U_1685,35,Other,AFR,FPS,2
U_1686,24,Male,EU,FPS,4
U_1687,65,Male,ASIA,Strategy,5
U_1688,35,Non-binary,AFR,Strategy,4
U_1689,32,Non-binary,AFR,JRPG,3
U_1690,17,Other,ASIA,Action,5
U_1691,52,Female,NA,Battle Royale,2
U_1692,60,Male,OCE,FPS,3
U_1693,61,Other,NA,Horror,3
U_1694,63,Male,NA,FPS,4
U_1695,26,Male,EU,Battle Royale,3
U_1696,41,Female,NA,Simulation,5
U_1697,17,Female,EU,RPG,3
U_1698,51,Other,SA,Action,3
U_1699,17,Non-binary,AFR,RPG,3
U_1700,49,Other,NA,RPG,3
U_1701,56,Non-binary,ASIA,FPS,2
U_1702,49,Other,SA,RPG,3
U_1703,55,Non-binary,NA,Horror,3
U_1704,53,Female,AFR,Puzzle,5
U_1705,58,Other,ASIA,Adventure,3
U_1706,25,Female,ASIA,Strategy,4
U_1707,31,Non-binary,NA,Puzzle,3
U_1708,24,Male,ASIA,FPS,3
U_1709,26,Male,EU,Battle Royale,3
U_1710,30,Male,EU,Strategy,5
U_1711,62,Non-binary,AFR,JRPG,3
U_1712,26,Male,SA,Action,4
U_1713,52,Male,OCE,Simulation,4
U_1714,49,Other,NA,Action,4
U_1715,29,Other,NA,RPG,4
U_1716,55,Male,NA,Strategy,5
U_1717,17,Male,AFR,JRPG,3
U_1718,28,Female,ASIA,Adventure,4
U_1719,20,Other,EU,FPS,3
U_1720,26,Male,EU,JRPG,3
U_1721,49,Male,EU,Simulation,5
U_1722,43,Female,OCE,Simulation,5
U_1723,52,Female,SA,Horror,3
U_1724,31,Male,SA,Action,4
U_1725,45,Male,OCE,Simulation,4
U_1726,14,Male,NA,Battle Royale,4
U_1727,26,Male,OCE,Action,3
U_1728,18,Male,AFR,RPG,4
U_1729,30,Female,AFR,Action,3
U_1730,61,Other,OCE,RPG,3
U_1731,14,Male,AFR,Horror,3
U_1732,29,Male,OCE,Battle Royale,3
U_1733,20,Non-binary,EU,Simulation,4
U_1734,20,Female,ASIA,Simulation,4
U_1735,31,Other,NA,Battle Royale,3
U_1736,24,Female,NA,Strategy,3
U_1737,43,Male,EU,Adventure,3
U_1738,50,Other,OCE,Strategy,5
U_1739,52,Other,NA,RPG,3
U_1740,64,Male,NA,FPS,4
U_1741,51,Other,SA,RPG,3
U_1742,51,Non-binary,OCE,Strategy,5
U_1743,62,Other,ASIA,FPS,2
U_1744,19,Female,OCE,FPS,2
U_1745,15,Non-binary,OCE,Puzzle,3
U_1746,23,Non-binary,AFR,Simulation,3
U_1747,65,Female,AFR,RPG,3
U_1748,65,Female,AFR,Horror,3
U_1749,56,Female,ASIA,Action,3
U_1750,31,Non-binary,OCE,Horror,3
U_1751,63,Other,NA,Strategy,5
U_1752,14,Other,EU,Puzzle,2
U_1753,27,Non-binary,SA,JRPG,3
U_1754,27,Non-binary,ASIA,Action,3
U_1755,35,Other,SA,Action,3
U_1756,49,Non-binary,ASIA,Battle Royale,2
U_1757,60,Male,OCE,RPG,3
U_1758,25,Other,NA,RPG,4
U_1759,22,Female,AFR,Strategy,3
U_1760,53,Other,NA,Action,3
U_1761,58,Other,AFR,Simulation,5
U_1762,22,Female,NA,Strategy,3
U_1763,56,Female,ASIA,Battle Royale,2
U_1764,36,Other,OCE,Simulation,5
U_1765,39,Female,SA,Simulation,5
U_1766,36,Female,ASIA,Battle Royale,2
U_1767,57,Other,OCE,Horror,3
U_1768,62,Other,AFR,Battle Royale,2
U_1769,55,Non-binary,ASIA,Adventure,3
U_1770,19,Other,AFR,Horror,3
U_1771,23,Other,SA,Action,3
U_1772,45,Female,NA,RPG,3
U_1773,48,Non-binary,AFR,FPS,2
U_1774,56,Non-binary,OCE,Simulation,5
U_1775,31,Other,OCE,Simulation,3
U_1776,44,Female,SA,FPS,2
U_1777,63,Non-binary,ASIA,Strategy,5
U_1778,33,Non-binary,EU,Simulation,4
U_1779,22,Female,EU,Puzzle,4
U_1780,21,Non-binary,EU,Battle Royale,3
U_1781,21,Male,EU,Battle Royale,3
U_1782,35,Female,OCE,FPS,2
U_1783,28,Female,NA,Action,3
U_1784,49,Non-binary,ASIA,RPG,4
U_1785,20,Female,ASIA,Puzzle,4
U_1786,27,Other,EU,Puzzle,3
U_1787,51,Male,SA,Action,4
U_1788,32,Male,OCE,JRPG,3
U_1789,56,Male,AFR,Simulation,4
U_1790,49,Other,ASIA,JRPG,5
U_1791,23,Male,SA,Battle Royale,3
U_1792,53,Non-binary,AFR,Simulation,5
U_1793,49,Male,AFR,Puzzle,5
U_1794,61,Male,AFR,Puzzle,5
U_1795,39,Other,AFR,FPS,2
U_1796,60,Male,NA,FPS,3
U_1797,15,Female,OCE,Adventure,3
U_1798,60,Female,AFR,RPG,3
U_1799,48,Non-binary,AFR,RPG,3
U_1800,14,Female,NA,Adventure,3
U_1801,19,Non-binary,NA,RPG,4
U_1802,26,Other,OCE,Puzzle,3
U_1803,46,Male,ASIA,Battle Royale,2
U_1804,56,Male,NA,Action,4
U_1805,63,Other,AFR,RPG,3
U_1806,39,Male,NA,RPG,3
U_1807,34,Other,OCE,Strategy,3
U_1808,58,Non-binary,NA,Strategy,4
U_1809,33,Other,OCE,Battle Royale,3
U_1810,47,Male,SA,Strategy,5
U_1811,44,Other,OCE,Strategy,4
U_1812,32,Non-binary,SA,Simulation,3
U_1813,26,Non-binary,OCE,Adventure,5
U_1814,20,Non-binary,OCE,Battle Royale,3
U_1815,16,Female,AFR,RPG,3
U_1816,51,Female,ASIA,Horror,3
U_1817,39,Male,EU,JRPG,3
U_1818,53,Other,ASIA,RPG,4
U_1819,46,Other,SA,Puzzle,4
U_1820,58,Other,OCE,Battle Royale,2
U_1821,62,Other,NA,Battle Royale,2
U_1822,62,Other,NA,Simulation,4
U_1823,38,Non-binary,SA,Simulation,5
U_1824,45,Non-binary,EU,Action,3
U_1825,44,Female,AFR,Puzzle,5
U_1826,51,Male,NA,FPS,3
U_1827,47,Female,SA,FPS,2
U_1828,32,Male,SA,RPG,4
U_1829,64,Non-binary,AFR,RPG,3
U_1830,14,Male,AFR,Battle Royale,5
U_1831,53,Female,ASIA,FPS,2
U_1832,41,Other,ASIA,Action,3
U_1833,56,Male,AFR,Horror,3
U_1834,24,Male,ASIA,Battle Royale,3
U_1835,25,Non-binary,NA,Adventure,4
U_1836,51,Female,ASIA,JRPG,4
U_1837,42,Non-binary,EU,JRPG,3
U_1838,34,Female,NA,Battle Royale,3
U_1839,32,Non-binary,NA,Puzzle,3
U_1840,47,Female,AFR,JRPG,3
U_1841,59,Other,OCE,Simulation,4
U_1842,42,Female,ASIA,RPG,5
U_1843,32,Male,EU,Adventure,5
U_1844,15,Female,ASIA,FPS,4
U_1845,53,Non-binary,AFR,Battle Royale,2
U_1846,38,Female,AFR,Horror,3
U_1847,51,Other,ASIA,Puzzle,5
U_1848,42,Other,ASIA,JRPG,4
U_1849,36,Male,SA,Adventure,3
U_1850,13,Other,NA,Battle Royale,5
U_1851,25,Male,EU,Puzzle,3
U_1852,55,Male,ASIA,RPG,4
U_1853,32,Other,AFR,Action,3
U_1854,53,Male,OCE,FPS,3
U_1855,26,Other,OCE,Adventure,4
U_1856,13,Non-binary,ASIA,Horror,3
U_1857,13,Female,OCE,RPG,3
U_1858,53,Female,NA,Puzzle,5
U_1859,56,Male,AFR,Horror,3
U_1860,57,Female,AFR,FPS,2
U_1861,15,Male,ASIA,Battle Royale,5
U_1862,23,Male,EU,Adventure,4
U_1863,41,Non-binary,SA,Puzzle,5
U_1864,14,Female,NA,Horror,3
U_1865,27,Female,SA,Battle Royale,3
U_1866,52,Non-binary,SA,Action,3
U_1867,14,Other,SA,FPS,5
U_1868,60,Male,ASIA,Battle Royale,2
U_1869,36,Female,AFR,Battle Royale,2
U_1870,17,Male,OCE,RPG,3
U_1871,13,Male,OCE,Simulation,3
U_1872,53,Female,NA,Strategy,4
U_1873,45,Non-binary,NA,JRPG,3
U_1874,41,Non-binary,SA,Horror,3
U_1875,18,Other,ASIA,FPS,3
U_1876,58,Non-binary,NA,Adventure,3
U_1877,33,Other,OCE,Simulation,3
U_1878,33,Non-binary,AFR,Puzzle,3
U_1879,62,Other,OCE,Action,3
U_1880,26,Male,EU,JRPG,3
U_1881,58,Male,NA,Battle Royale,2
U_1882,21,Non-binary,SA,FPS,3
U_1883,42,Female,SA,Horror,3
U_1884,36,Non-binary,NA,Simulation,4
U_1885,58,Other,OCE,Battle Royale,2
U_1886,34,Non-binary,EU,Horror,3
U_1887,51,Non-binary,OCE,Puzzle,4
U_1888,40,Non-binary,SA,JRPG,3
U_1889,45,Male,ASIA,Horror,3
U_1890,65,Other,ASIA,JRPG,4
U_1891,22,Female,NA,Simulation,4
U_1892,43,Female,OCE,Action,3
U_1893,17,Other,OCE,Simulation,3
U_1894,18,Female,OCE,JRPG,3
U_1895,59,Male,OCE,RPG,3
U_1896,18,Other,AFR,Battle Royale,3
U_1897,62,Non-binary,OCE,Simulation,5
U_1898,19,Other,EU,Action,3
U_1899,23,Female,AFR,RPG,5
U_1900,63,Male,ASIA,Simulation,4
U_1901,45,Non-binary,OCE,Puzzle,5
U_1902,54,Other,ASIA,JRPG,4
U_1903,42,Male,OCE,Simulation,4
U_1904,32,Female,SA,Simulation,4
U_1905,39,Female,AFR,Battle Royale,2
U_1906,58,Male,ASIA,Strategy,5
U_1907,54,Other,OCE,Strategy,5
U_1908,22,Female,NA,Simulation,4
U_1909,37,Non-binary,AFR,Action,3
U_1910,36,Male,EU,Horror,3
U_1911,54,Male,ASIA,Horror,3
U_1912,25,Non-binary,EU,Strategy,4
U_1913,18,Non-binary,ASIA,Horror,3
U_1914,33,Male,NA,Strategy,4
U_1915,18,Other,EU,Strategy,3
U_1916,23,Female,AFR,Horror,3
U_1917,29,Male,OCE,FPS,4
U_1918,61,Female,SA,Strategy,4
U_1919,30,Female,ASIA,Action,3
U_1920,61,Non-binary,SA,RPG,3
U_1921,25,Female,NA,Battle Royale,3
U_1922,29,Male,AFR,Battle Royale,3
U_1923,53,Non-binary,ASIA,FPS,2
U_1924,45,Other,OCE,Strategy,5
U_1925,20,Other,SA,Adventure,4
U_1926,42,Male,SA,Adventure,3
U_1927,51,Male,OCE,RPG,3
U_1928,49,Non-binary,SA,Horror,3
U_1929,28,Female,EU,JRPG,3
U_1930,22,Other,SA,RPG,4
U_1931,48,Other,OCE,Adventure,3
U_1932,58,Other,ASIA,Battle Royale,2
U_1933,56,Non-binary,SA,Action,3
U_1934,37,Male,SA,FPS,2
U_1935,34,Female,SA,Battle Royale,3
U_1936,22,Non-binary,OCE,Action,3
U_1937,27,Non-binary,OCE,RPG,4
U_1938,27,Non-binary,SA,Strategy,3
U_1939,38,Male,NA,FPS,3
U_1940,30,Male,SA,JRPG,3
U_1941,58,Non-binary,EU,Strategy,5
U_1942,27,Male,SA,FPS,4
U_1943,50,Female,AFR,Simulation,5
U_1944,23,Other,ASIA,JRPG,4
U_1945,20,Male,NA,Simulation,3
U_1946,37,Non-binary,ASIA,JRPG,5
U_1947,14,Other,NA,Strategy,2
U_1948,30,Other,EU,Adventure,4
U_1949,43,Other,OCE,JRPG,3
U_1950,28,Male,AFR,Simulation,3
U_1951,22,Female,ASIA,Battle Royale,3
U_1952,46,Other,OCE,Adventure,3
U_1953,20,Non-binary,ASIA,Strategy,4
U_1954,47,Male,SA,Adventure,3
U_1955,27,Male,EU,Adventure,4
U_1956,41,Male,NA,Strategy,5
U_1957,43,Non-binary,ASIA,Horror,3
U_1958,20,Non-binary,AFR,Horror,3
U_1959,14,Non-binary,AFR,Battle Royale,4
U_1960,25,Female,EU,Puzzle,4
U_1961,18,Non-binary,SA,FPS,3
U_1962,13,Male,NA,RPG,3
U_1963,20,Female,OCE,Simulation,4
U_1964,53,Male,SA,Action,4
U_1965,40,Female,EU,Adventure,3
U_1966,13,Male,AFR,Strategy,3
U_1967,58,Male,SA,Action,4
U_1968,57,Male,EU,FPS,3
U_1969,62,Non-binary,EU,Adventure,3
U_1970,17,Female,SA,Action,5
U_1971,34,Male,OCE,FPS,4
U_1972,18,Female,NA,RPG,4
U_1973,33,Non-binary,NA,FPS,4
U_1974,53,Male,EU,Adventure,3
U_1975,54,Other,SA,RPG,3
U_1976,64,Male,ASIA,Action,4
U_1977,47,Non-binary,NA,Horror,3
U_1978,54,Male,SA,Simulation,5
U_1979,56,Female,OCE,Puzzle,5
U_1980,22,Female,ASIA,Simulation,4
U_1981,47,Other,OCE,Battle Royale,2
U_1982,45,Other,AFR,Battle Royale,2
U_1983,49,Female,SA,RPG,3
U_1984,59,Non-binary,ASIA,Puzzle,5
U_1985,33,Non-binary,OCE,Action,3
U_1986,15,Male,AFR,Battle Royale,5
U_1987,41,Female,EU,Simulation,5
U_1988,45,Female,NA,JRPG,3
U_1989,32,Other,ASIA,Battle Royale,3
U_1990,37,Female,NA,Battle Royale,2
U_1991,58,Other,NA,FPS,3
U_1992,41,Other,SA,JRPG,3
U_1993,26,Female,NA,FPS,4
U_1994,48,Other,NA,Action,4
U_1995,14,Male,AFR,RPG,3
U_1996,55,Female,EU,FPS,2
U_1997,29,Female,ASIA,Battle Royale,3
U_1998,65,Female,SA,Adventure,3
U_1999,19,Male,SA,FPS,4
U_2000,33,Female,EU,FPS,3
U_2001,17,Non-binary,NA,Puzzle,3
U_2002,47,Non-binary,AFR,Horror,3
U_2003,39,Non-binary,NA,Adventure,3
U_2004,64,Non-binary,SA,Adventure,3
U_2005,44,Male,NA,Action,5
U_2006,14,Female,EU,Adventure,3
U_2007,39,Male,SA,RPG,3
U_2008,57,Non-binary,ASIA,Battle Royale,2
U_2009,34,Female,EU,JRPG,3
U_2010,19,Female,NA,JRPG,3
U_2011,48,Female,OCE,Adventure,3
U_2012,50,Female,NA,Adventure,3
U_2013,56,Other,SA,RPG,3
U_2014,61,Male,SA,Action,4
U_2015,64,Non-binary,NA,Battle Royale,2
U_2016,15,Non-binary,ASIA,JRPG,4
U_2017,60,Non-binary,EU,Puzzle,5
U_2018,56,Non-binary,NA,Strategy,5
U_2019,24,Non-binary,AFR,Strategy,3
U_2020,23,Male,NA,Battle Royale,3
U_2021,36,Female,NA,Action,4
U_2022,62,Male,AFR,Simulation,4
U_2023,42,Non-binary,SA,RPG,3
U_2024,55,Other,OCE,Simulation,4
U_2025,64,Male,SA,FPS,3
U_2026,42,Other,EU,Simulation,5
U_2027,37,Other,ASIA,Strategy,5
U_2028,27,Male,ASIA,Strategy,5
U_2029,32,Female,SA,FPS,3
U_2030,62,Male,AFR,JRPG,3
U_2031,29,Male,AFR,Horror,3
U_2032,37,Non-binary,EU,Horror,3
U_2033,62,Female,SA,Puzzle,5
U_2034,57,Male,OCE,Battle Royale,2
U_2035,62,Non-binary,AFR,Strategy,5
U_2036,30,Non-binary,OCE,Puzzle,3
U_2037,51,Other,NA,RPG,3
U_2038,63,Female,SA,Battle Royale,2
U_2039,38,Male,ASIA,Battle Royale,2
U_2040,59,Male,AFR,Horror,3
U_2041,59,Female,NA,Horror,3
U_2042,32,Other,ASIA,RPG,5
U_2043,34,Non-binary,OCE,Action,3
U_2044,29,Non-binary,NA,Simulation,3
U_2045,58,Other,ASIA,JRPG,4
U_2046,42,Male,SA,JRPG,3
U_2047,55,Other,EU,Adventure,3
U_2048,25,Female,SA,JRPG,3
U_2049,64,Other,SA,JRPG,3
U_2050,23,Non-binary,SA,FPS,3
U_2051,31,Female,SA,Battle Royale,3
U_2052,42,Male,AFR,Strategy,5
U_2053,51,Male,ASIA,RPG,4
U_2054,57,Female,EU,Horror,3
U_2055,51,Other,AFR,Action,3
U_2056,18,Non-binary,AFR,RPG,4
U_2057,25,Non-binary,EU,RPG,5
U_2058,52,Male,NA,JRPG,3
U_2059,19,Female,NA,Horror,3
U_2060,58,Female,ASIA,Horror,3
U_2061,26,Other,NA,RPG,4
U_2062,41,Female,SA,RPG,3
U_2063,19,Female,AFR,Strategy,3
U_2064,52,Female,SA,FPS,2
U_2065,27,Non-binary,EU,Action,3
U_2066,31,Male,SA,Battle Royale,3
U_2067,37,Male,AFR,Horror,3
U_2068,50,Male,OCE,Simulation,5
U_2069,16,Female,SA,RPG,3
U_2070,55,Non-binary,ASIA,Horror,3
U_2071,21,Female,AFR,RPG,4
U_2072,46,Female,NA,Adventure,3
U_2073,44,Other,AFR,Strategy,5
U_2074,65,Male,ASIA,Puzzle,4
U_2075,41,Male,NA,Strategy,5
U_2076,37,Non-binary,ASIA,FPS,2
U_2077,60,Non-binary,ASIA,JRPG,4
U_2078,45,Female,OCE,Puzzle,5
U_2079,30,Male,AFR,Action,4
U_2080,55,Female,OCE,Battle Royale,2
U_2081,29,Non-binary,NA,JRPG,3
U_2082,24,Female,NA,Simulation,4
U_2083,41,Male,EU,JRPG,3
U_2084,45,Non-binary,NA,JRPG,3
U_2085,34,Non-binary,EU,Battle Royale,3
U_2086,43,Male,AFR,Simulation,4
U_2087,44,Male,AFR,Adventure,3
U_2088,64,Male,AFR,FPS,3
U_2089,57,Non-binary,AFR,Simulation,5
U_2090,18,Other,NA,Simulation,3
U_2091,58,Other,ASIA,Simulation,5
U_2092,34,Non-binary,EU,Horror,3
U_2093,30,Male,NA,Action,5
U_2094,45,Non-binary,SA,Adventure,3
U_2095,62,Female,OCE,Puzzle,5
U_2096,61,Other,OCE,Puzzle,5
U_2097,60,Non-binary,ASIA,Puzzle,4
U_2098,24,Other,SA,Horror,3
U_2099,63,Male,ASIA,Battle Royale,2
U_2100,35,Male,EU,Action,3
U_2101,58,Other,EU,Battle Royale,2
U_2102,61,Female,AFR,Strategy,5
U_2103,48,Female,OCE,RPG,3
U_2104,45,Female,SA,Simulation,5
U_2105,58,Female,AFR,Strategy,5
U_2106,25,Other,SA,Adventure,4
U_2107,62,Other,OCE,Simulation,5
U_2108,55,Non-binary,EU,FPS,2
U_2109,62,Non-binary,EU,JRPG,3
U_2110,42,Female,NA,Action,4
U_2111,24,Non-binary,EU,RPG,4
U_2112,16,Other,AFR,Simulation,3
U_2113,59,Non-binary,SA,FPS,2
U_2114,29,Non-binary,AFR,RPG,4
U_2115,59,Other,SA,FPS,2
U_2116,27,Female,NA,Adventure,4
U_2117,37,Other,EU,Strategy,5
U_2118,46,Non-binary,SA,Strategy,4
U_2119,33,Other,EU,Puzzle,3
U_2120,54,Female,OCE,Puzzle,5
U_2121,58,Male,ASIA,Puzzle,4
U_2122,41,Other,OCE,Horror,3
U_2123,59,Female,NA,Battle Royale,2
U_2124,13,Non-binary,ASIA,Battle Royale,5
U_2125,38,Other,OCE,Simulation,5
U_2126,22,Male,AFR,Action,4
U_2127,15,Female,ASIA,Action,5
U_2128,21,Male,SA,RPG,4
U_2129,44,Female,ASIA,Action,3
U_2130,25,Female,NA,Battle Royale,3
U_2131,62,Male,SA,Battle Royale,2
U_2132,37,Other,SA,FPS,2
U_2133,39,Male,SA,FPS,3
U_2134,30,Non-binary,AFR,Horror,3
U_2135,46,Other,OCE,Horror,3
U_2136,51,Male,AFR,Simulation,4
U_2137,31,Other,EU,Action,3
U_2138,16,Male,OCE,Horror,3
U_2139,58,Male,SA,Action,4
U_2140,60,Male,AFR,Puzzle,5
U_2141,54,Non-binary,AFR,Simulation,5
U_2142,27,Male,ASIA,Puzzle,3
U_2143,20,Other,EU,Simulation,4
U_2144,30,Male,SA,Horror,3
U_2145,38,Other,EU,Simulation,5
U_2146,25,Female,ASIA,Puzzle,4
U_2147,50,Non-binary,EU,FPS,2
U_2148,36,Male,AFR,Horror,3
U_2149,21,Other,AFR,JRPG,3
U_2150,52,Female,AFR,Puzzle,5
U_2151,16,Non-binary,ASIA,FPS,5
U_2152,32,Female,OCE,Horror,3
U_2153,41,Non-binary,NA,FPS,3
U_2154,22,Non-binary,NA,FPS,4
U_2155,17,Other,EU,FPS,5
U_2156,53,Female,AFR,Strategy,4
U_2157,22,Female,NA,Horror,3
U_2158,32,Non-binary,OCE,Simulation,3
U_2159,35,Male,NA,Puzzle,5
U_2160,62,Male,ASIA,Battle Royale,2
U_2161,63,Other,ASIA,Horror,3
U_2162,22,Male,ASIA,Battle Royale,3
U_2163,15,Female,NA,JRPG,3
U_2164,61,Other,OCE,FPS,2
U_2165,60,Non-binary,NA,Simulation,5
U_2166,21,Female,EU,Simulation,5
U_2167,58,Male,AFR,Simulation,5
U_2168,35,Female,ASIA,Puzzle,5
U_2169,47,Male,EU,Strategy,5
U_2170,35,Non-binary,NA,Battle Royale,2
U_2171,59,Other,AFR,Simulation,4
U_2172,54,Other,OCE,Puzzle,4
U_2173,52,Male,NA,Simulation,5
U_2174,63,Male,EU,Horror,3
U_2175,36,Male,EU,Puzzle,5
U_2176,44,Other,EU,Simulation,5
U_2177,44,Male,SA,Strategy,5
U_2178,62,Non-binary,AFR,Battle Royale,2
U_2179,64,Other,SA,RPG,3
U_2180,50,Female,EU,JRPG,3
U_2181,17,Non-binary,NA,Adventure,3
U_2182,56,Non-binary,ASIA,Battle Royale,2
U_2183,41,Male,EU,Strategy,5
U_2184,43,Female,AFR,Battle Royale,2
U_2185,59,Female,SA,Simulation,5
U_2186,32,Other,NA,Battle Royale,3
U_2187,25,Other,SA,Strategy,3
U_2188,57,Other,SA,RPG,3
U_2189,40,Other,OCE,RPG,3
U_2190,65,Other,OCE,Simulation,4
U_2191,28,Female,SA,Strategy,3
U_2192,18,Non-binary,AFR,JRPG,3
U_2193,37,Non-binary,AFR,Horror,3
U_2194,47,Non-binary,OCE,Strategy,5
U_2195,29,Male,NA,FPS,5
U_2196,31,Other,ASIA,JRPG,4
U_2197,36,Other,ASIA,Simulation,5
U_2198,13,Female,ASIA,Puzzle,4
U_2199,32,Non-binary,OCE,Strategy,3
U_2200,37,Other,NA,Strategy,4
U_2201,39,Female,AFR,Puzzle,5
U_2202,51,Female,AFR,Simulation,5
U_2203,65,Non-binary,AFR,FPS,2
U_2204,38,Non-binary,ASIA,FPS,2
U_2205,16,Non-binary,EU,Battle Royale,4
U_2206,20,Non-binary,SA,Battle Royale,3
U_2207,40,Male,ASIA,Strategy,5
U_2208,20,Other,EU,Puzzle,3
U_2209,46,Non-binary,ASIA,Action,3
U_2210,30,Male,OCE,Horror,3
U_2211,40,Female,SA,Simulation,5
U_2212,29,Other,ASIA,JRPG,4
U_2213,48,Other,SA,Strategy,5
U_2214,29,Non-binary,SA,Battle Royale,3
U_2215,54,Female,ASIA,RPG,4
U_2216,41,Female,EU,Horror,3
U_2217,55,Female,AFR,Puzzle,5
U_2218,65,Male,EU,Puzzle,4
U_2219,26,Female,EU,Horror,3
U_2220,27,Non-binary,EU,Horror,3
U_2221,15,Female,AFR,Action,5
U_2222,53,Female,ASIA,Action,3
U_2223,34,Non-binary,NA,Adventure,4
U_2224,16,Non-binary,ASIA,FPS,4
U_2225,57,Non-binary,SA,Adventure,3
U_2226,63,Female,ASIA,JRPG,4
U_2227,57,Other,AFR,Strategy,5
U_2228,15,Other,ASIA,Battle Royale,4
U_2229,16,Female,AFR,Action,4
U_2230,37,Other,AFR,Simulation,5
U_2231,40,Other,OCE,Simulation,4
U_2232,22,Female,OCE,Action,3
U_2233,24,Other,ASIA,RPG,5
U_2234,53,Other,NA,RPG,3
U_2235,59,Other,SA,FPS,2
U_2236,25,Non-binary,NA,Horror,3
U_2237,20,Female,NA,Battle Royale,3
U_2238,13,Female,ASIA,Horror,3
U_2239,24,Other,AFR,Battle Royale,3
U_2240,28,Non-binary,AFR,Action,3
U_2241,39,Female,EU,Strategy,5
U_2242,17,Male,OCE,Horror,3
U_2243,41,Other,NA,FPS,2
U_2244,65,Other,OCE,Strategy,5
U_2245,27,Male,SA,FPS,4
U_2246,63,Other,ASIA,Horror,3
U_2247,15,Male,ASIA,Action,5
U_2248,60,Male,SA,Puzzle,5
U_2249,46,Non-binary,AFR,Action,3
U_2250,37,Other,NA,FPS,3
U_2251,27,Female,AFR,Battle Royale,3
U_2252,52,Male,OCE,Action,4
U_2253,65,Male,EU,FPS,3
U_2254,62,Other,EU,Puzzle,5
U_2255,33,Non-binary,NA,Strategy,3
U_2256,53,Other,SA,Horror,3
U_2257,40,Female,OCE,JRPG,3
U_2258,35,Male,SA,Strategy,5
U_2259,43,Non-binary,ASIA,Strategy,5
U_2260,26,Other,NA,Horror,3
U_2261,30,Other,AFR,Simulation,3
U_2262,27,Non-binary,ASIA,Horror,3
U_2263,21,Other,NA,Simulation,3
U_2264,46,Other,EU,Action,3
U_2265,44,Male,ASIA,Puzzle,4
U_2266,30,Female,EU,Simulation,5
U_2267,32,Female,EU,Horror,3
U_2268,31,Other,EU,Strategy,4
U_2269,36,Other,ASIA,Action,3
U_2270,33,Male,OCE,JRPG,3
U_2271,38,Male,ASIA,Battle Royale,2
U_2272,51,Male,AFR,Adventure,3
U_2273,50,Male,SA,FPS,3
U_2274,61,Non-binary,OCE,Simulation,5
U_2275,53,Male,SA,Action,4
U_2276,47,Male,EU,JRPG,3
U_2277,36,Male,AFR,RPG,3
U_2278,65,Other,OCE,Puzzle,5
U_2279,18,Male,ASIA,JRPG,5
U_2280,57,Male,AFR,Simulation,5
U_2281,14,Non-binary,OCE,Puzzle,2
U_2282,56,Female,AFR,Adventure,3
U_2283,20,Non-binary,NA,Action,4
U_2284,50,Male,OCE,Adventure,3
U_2285,16,Other,ASIA,Puzzle,2
U_2286,49,Female,EU,Action,3
U_2287,56,Female,EU,Simulation,5
U_2288,30,Other,NA,Action,3
U_2289,54,Non-binary,ASIA,Action,3
U_2290,40,Non-binary,NA,Strategy,5
U_2291,29,Male,SA,Simulation,3
U_2292,59,Other,NA,Puzzle,5
U_2293,51,Female,EU,Strategy,5
U_2294,54,Female,SA,Strategy,5
U_2295,24,Female,SA,Horror,3
U_2296,13,Non-binary,EU,Horror,3
U_2297,41,Male,SA,Action,4
U_2298,15,Non-binary,ASIA,Horror,3
U_2299,25,Male,ASIA,Battle Royale,3
U_2300,52,Female,OCE,Simulation,5
U_2301,36,Other,EU,Strategy,5
U_2302,28,Male,EU,Puzzle,3
U_2303,60,Non-binary,EU,Action,3
U_2304,40,Female,NA,Action,4
U_2305,33,Female,NA,JRPG,3
U_2306,22,Female,EU,Puzzle,4
U_2307,28,Female,ASIA,Horror,3
U_2308,24,Male,ASIA,Battle Royale,3
U_2309,58,Female,EU,Action,3
U_2310,24,Male,ASIA,Puzzle,3
U_2311,20,Other,NA,JRPG,3
U_2312,51,Female,OCE,JRPG,3
U_2313,36,Male,OCE,JRPG,3
U_2314,19,Other,SA,FPS,3
